,Location,TotalFatalInjuries
11883,"near clermont, fl",0.0
11884,"near cold bay, ak",0.0
11886,"near cordova, ak",0.0
11887,"near creswell, or",0.0
11888,"near curitiba, brazil",0.0
11890,"near deering, ak",0.0
11903,"near great inag, bahamas",0.0
2767,"castroville, ca",0.0
11892,"near dillon, co",0.0
11893,"near dixie, id",0.0
11895,"near ekwok, ak",0.0
2764,"castlewood, sd",0.0
11898,"near gillete, wy",0.0
11899,"near glennallen, ak",0.0
11900,"near globe, az",0.0
11901,"near gooding, id",0.0
11877,"near brooten, mn",0.0
11876,"near brideport, ca",0.0
11875,"near bremerton, wa",0.0
11874,"near bozeman, mt",0.0
11847,"nauvoo, il",0.0
11848,"navada, tx",0.0
11849,"navajo dam, nm",0.0
11852,"navato, ca",0.0
11854,"nayarit, mexico",0.0
11857,"nayville, ny",0.0
11858,"nazareth, tx",0.0
11860,"neacon, nicaragua",0.0
11862,"neal lake, ak",0.0
11863,"near  inyokern, ca",0.0
11864,"near almira, wa",0.0
11865,"near almosa, co",0.0
11866,"near anchorage, ak",0.0
11867,"near anvik, ak",0.0
11868,"near asotin, wa",0.0
11869,"near avon park, fl",0.0
11870,"near bakersfiel, ca",0.0
11871,"near barrow, ak",0.0
11872,"near big lake, ak",0.0
11902,"near goshen, in",0.0
11905,"near gulkana, ak",0.0
11844,"naturita, co",0.0
11948,"near o'neill, ne",0.0
11935,"near mcgrath, ak",0.0
11936,"near melbourne, fl",0.0
11937,"near mertzon, tx",0.0
11938,"near miami, fl",0.0
11940,"near muskegon, mi",0.0
11943,"near nightmute, ak",0.0
2749,"cassoday, ks",0.0
11946,"near nordm, id",0.0
11947,"near nuiqsut, ak",0.0
11949,"near oakridge, or",0.0
2763,"castlerock, mn",0.0
11950,"near ocala, fl",0.0
11951,"near opalocka, fl",0.0
11952,"near orlando, fl",0.0
2748,"casselton, nd",0.0
11954,"near palm sprin, ca",0.0
11955,"near palmer, ak",0.0
2747,"casscoe, ar",0.0
11957,"near patterson, la",0.0
11958,"near peak, or",0.0
2754,"casterville, tx",0.0
11932,"near madera, ca",0.0
2755,"castiac, ca",0.0
11930,"near lockhart, sc",0.0
11907,"near homedale, id",0.0
11908,"near homer, ak",0.0
11909,"near honolulu, hi",0.0
11910,"near horseshoe, fl",0.0
11911,"near iliamna, ak",0.0
2762,"castlerock, co",0.0
11915,"near kemmerer, wy",0.0
11916,"near kenai, ak",0.0
11917,"near kent, wa",0.0
11918,"near king salmo, ak",0.0
11919,"near kingston, id",0.0
11920,"near kipnuk, ak",0.0
11921,"near kissimmee, fl",0.0
2760,"castleberry, al",0.0
11924,"near labelle, fl",0.0
2757,"castine, me",0.0
11926,"near lansing, mi",0.0
11927,"near laramie, wy",0.0
2756,"castillejos, philippines",0.0
11846,"naugatuck, ct",0.0
11843,"natural bridge, al",0.0
11960,"near port heide, ak",0.0
11769,"nachogdoches, tx",0.0
11756,"n. stillwell, ks",0.0
2802,cayey,0.0
11761,"n.carlisle, ar",0.0
11762,"n.myrtle beach, sc",0.0
11763,"n.w. of copalis, wa",0.0
11764,"n.w. of page, az",0.0
11765,"naalehu, hi",0.0
11766,"nabesna glacier, ak",0.0
11767,"nabesna, ak",0.0
2800,"cay sal, bahamas",0.0
11782,"nahunta, ga",0.0
2797,"cavanaugh bay, id",0.0
2796,"cavalier, nd",0.0
11774,"nagasaki, japan",0.0
2795,"cattaraugus, ny",0.0
11776,"nagoya, japan",0.0
11777,"nags head, nc",0.0
11778,"nagua, dominican republic",0.0
11779,"naha, okinawa, japan",0.0
11780,"nahant, ma",0.0
11755,"n. south lake t, ca",0.0
11753,"n. philadelphia, oh",0.0
2803,"cayey, pr",0.0
11751,"n. ottawa twp., mn",0.0
11729,"n philadelphia, oh",0.0
2810,"cedar  rapids, ia",0.0
11731,"n. andover, ma",0.0
11732,"n. bonneville, wa",0.0
11733,"n. charleston, sc",0.0
11734,"n. chipley, fl",0.0
11736,"n. east carry, me",0.0
11737,"n. eleuthera i., bahamas",0.0
2808,"cazenovia, ny",0.0
11739,"n. ft. lauderda, fl",0.0
11740,"n. greenville, fl",0.0
11741,"n. hailey, id",0.0
11743,"n. kingstown, ri",0.0
11744,"n. las vegas, nv",0.0
11745,"n. lauderdale, fl",0.0
2807,"cayuga, nd",0.0
2806,"cayucos, ca",0.0
11748,"n. miami beach, fl",0.0
11750,"n. okeechobee, fl",0.0
11781,"nahcotta, wa",0.0
2793,"catron, mo",0.0
11842,"natrona, wy",0.0
11827,"nashua, nh",0.0
2782,"catarina, tx",0.0
11815,"naranjito, pr",0.0
2779,"catania, italy",0.0
11821,"naruna, va",0.0
11822,"nas kingsville, tx",0.0
11823,"nas whidbey, wa",0.0
11824,"nash, ok",0.0
11825,"nashoba, ok",0.0
11826,"nashua, mt",0.0
11829,"nashville, ga",0.0
2792,"catoosa, ok",0.0
11830,"nashville, mi",0.0
11831,"nashville, nc",0.0
2778,"catamara, ecuador",0.0
2777,"catalina, ca",0.0
11835,"nassawadox, va",0.0
11836,"nasville, tn",0.0
11838,"natchez, la",0.0
2776,"catalina, az",0.0
11841,"nathrop, co",0.0
11813,"naranjal, ecuador",0.0
11811,"naponee, ne",0.0
11810,"napoleonville, la",0.0
11809,"napoleon, oh",0.0
11786,"naked island, ak",0.0
11787,"nakina, ontario, canada",0.0
11790,"nangis, france",0.0
11791,"nani, kenya",0.0
11792,"nanjemoy, md",0.0
2789,"cathlamet, wa",0.0
11794,"nanuet, ny",0.0
2788,"catherine, ks",0.0
2787,"catherine, al",0.0
11797,"napakiak, ak",0.0
11798,"napaskiak, ak",0.0
11799,"napavine, wa",0.0
11800,"naperville, il",0.0
11801,"napier, new zealand",0.0
2786,"catherine twp., pa",0.0
11804,"naples, italy",0.0
11805,"naples, me",0.0
11807,"napoleon, mi",0.0
2783,"catawba valley, va",0.0
11959,"near port alswo, ak",0.0
11961,"near qgallala, ne",0.0
12189,"new richland, mn",0.0
2688,"carrollton, il",0.0
12109,"new cuyama, ca",0.0
12110,"new deal, tx",0.0
2690,"carrollton, mo",0.0
12112,"new douglas, il",0.0
12114,"new egypt, nj",0.0
12115,"new ellenton, sc",0.0
12116,"new england, nd",0.0
12117,"new enterprise, pa",0.0
12118,"new era, mi",0.0
12120,"new franken, wi",0.0
12133,"new holstein, wi",0.0
12121,"new galilee, pa",0.0
2686,"carrollton, al",0.0
2685,"carroll, ia",0.0
12125,"new hanover, pa",0.0
12126,"new harmony, ut",0.0
12127,"new hartford, mo",0.0
2684,"carroll township, pa",0.0
2683,"carrol, ia",0.0
12130,"new haven, il",0.0
12108,"new cumberland, wv",0.0
2693,"carrollton, va",0.0
12106,"new columbia, il",0.0
12105,"new church, va",0.0
12082,"new berlin, wi",0.0
2703,"carswell afb, tx",0.0
12085,"new boston, il",0.0
12086,"new boston, tx",0.0
12087,"new braintree, ma",0.0
2700,"carson, nd",0.0
12090,"new brighton, pa",0.0
12091,"new brockton, al",0.0
12092,"new buffalo, mn",0.0
12093,"new canaan, ct",0.0
12094,"new caney, tx",0.0
12095,"new carlisle, oh",0.0
2699,"carson, ca",0.0
2697,"carson city, mi",0.0
2696,"carson city, ca",0.0
12100,"new castle, pa",0.0
2694,"carrolton, tx",0.0
12103,"new century, ks",0.0
12104,"new chicago, in",0.0
12132,"new holland, pa",0.0
12134,"new hope, al",0.0
2705,"cartago, ca",0.0
12174,"new munster, wi",0.0
12165,"new market, wv",0.0
12166,"new marlboro, ma",0.0
12167,"new meadows, id",0.0
12168,"new melle, mo",0.0
12169,"new middleton, oh",0.0
12170,"new middletown, oh",0.0
2675,"carrasco, uruguay",0.0
12172,"new milford, pa",0.0
12173,"new miner, wi",0.0
2673,"carrabassett, me",0.0
12136,"new hope, pa",0.0
2672,"carrabassett vy, me",0.0
12178,"new paris, in",0.0
12179,"new paris, oh",0.0
12180,"new phila, oh",0.0
12182,"new philadelphia, oh",0.0
12183,"new plymouth, id",0.0
12184,"new plymouth, new zealand, new zealand",0.0
12185,"new point, in",0.0
2671,"carrabasset, me",0.0
12163,"new market, tn",0.0
12162,"new market, nh",0.0
12161,"new market, mn",0.0
12160,"new market, md",0.0
12138,"new hudson, wi",0.0
2681,"carrol county, va",0.0
12140,"new kent, va",0.0
12141,"new knoxville, oh",0.0
12142,"new koliganek, ak",0.0
12144,"new lenox, il",0.0
12145,"new lexington, oh",0.0
12146,"new lisbon, in",0.0
2679,"carrizo, az",0.0
12149,"new london, mo",0.0
12151,"new london, oh",0.0
12152,"new london, pa",0.0
12153,"new london, va",0.0
12154,"new london, wi",0.0
12155,"new lothrop, mi",0.0
12156,"new madison, oh",0.0
2678,"carrizo springs, tx",0.0
2677,"carrington, nd",0.0
12159,"new market, in",0.0
12081,"new berlin, pa",0.0
12078,"new baltimore, pa",0.0
11962,"near rainier, or",0.0
12001,"near vichy, mo",0.0
11992,"near taylor, fl",0.0
11993,"near telogia, fl",0.0
2735,"cascade, ia",0.0
11995,"near toutle, wa",0.0
11996,"near traer, ia",0.0
11997,"near tucson, az",0.0
11998,"near tyonek, ak",0.0
11999,"near vacaville, ca",0.0
12000,"near vero beach, fl",0.0
12003,"near winter par, co",0.0
12016,"needham, ar",0.0
12005,"near wright cit, mo",0.0
12006,"near yakima, wa",0.0
12007,"near yakutat, ak",0.0
12008,"near zanesville, oh",0.0
12009,"near, ft. myer, fl",0.0
12010,"neavitt, md",0.0
12011,"nebesna glacier, ak",0.0
2733,"cascade locks, or",0.0
12013,"necedah, wi",0.0
2737,"cascade, mt",0.0
11990,"near tampa, fl",0.0
11989,"near talkeetna, ak",0.0
11988,"near sutton, ak",0.0
11963,near ramey,0.0
11965,"near rapelje, mt",0.0
11966,"near rawlins, wy",0.0
2744,"cashion, ok",0.0
2743,"cashiers, nc",0.0
2742,"cash, ar",0.0
11970,near san juan,0.0
2741,"casey, il",0.0
11973,"near seward, ak",0.0
2739,"casco twp., mi",0.0
11975,"near sisters, or",0.0
11976,"near skwentna, ak",0.0
11979,"near sparrevohn, ak",0.0
11980,"near sparta, ga",0.0
11981,"near st. cloud, fl",0.0
11983,"near st. louis, mo",0.0
11984,"near st. marks, fl",0.0
11985,"near st. peters, fl",0.0
11987,"near stuart, fl",0.0
12014,"neche, nd",0.0
2732,"casarrubios del monte, spain",0.0
2706,"carter, mt",0.0
2711,"carthage, il",0.0
12045,"neola, wv",0.0
2720,"cartwright, nd",0.0
12047,"neosho, wi",0.0
2718,"carthage, tn",0.0
12051,"neresheim, un",0.0
12052,"nervino, ca",0.0
2717,"carthage, sd",0.0
2716,"carthage, ny",0.0
2715,"carthage, nc",0.0
12064,"nevada, ia",0.0
2730,"casablanca, morocco, morocco",0.0
12065,"nevada, mo",0.0
12066,"nevada, tx",0.0
12068,"nevis island, west indies",0.0
12069,"nevis, mn",0.0
12070,"nevis, west indies",0.0
2707,"carter, ok",0.0
12073,"new albany, oh",0.0
12074,"new alexandria, pa",0.0
12076,"new athens, oh",0.0
12044,"neola, ut",0.0
12043,"neodesha, ks",0.0
2721,"caruthers, ca",0.0
12041,"nenana river, ak",0.0
2729,"casablanca, morocco",0.0
12020,"neenah, wi",0.0
12022,"nehalem, or",0.0
12023,"nehawka, ne",0.0
2728,"casa, ar",0.0
12025,"neillsville, wi",0.0
12026,"neilsville, wi",0.0
2726,"caryville, fl",0.0
2724,"cary, ms",0.0
12029,"nekoosa, wi",0.0
2723,"carver, ma",0.0
12031,"nelly's ford, va",0.0
12032,"nellysford, va",0.0
12033,"nelson island, ak",0.0
12034,"nelson lagoon, ak",0.0
12035,"nelson, ca",0.0
12037,"nelson, ne",0.0
12038,"nelson, nh",0.0
12040,"nemo, tx",0.0
11728,"n new portland, me",0.0
11726,"n little rock, ar",0.0
2813,"cedar bluffs, ne",0.0
11387,"morrison, mo",0.0
2932,"chandalar lake, ak",0.0
11377,"morovis, pr",0.0
11379,"morris, al",0.0
2929,"chana, il",0.0
2928,"champlain, ny",0.0
11383,"morris, pa",0.0
11384,"morrisdale, pa",0.0
11385,"morrison, co",0.0
11386,"morrison, il",0.0
2926,"champion, ny",0.0
2919,"chambersburg, pa",0.0
2925,"champion, ne",0.0
2924,"champaign, il",0.0
2923,"champagne, il",0.0
2922,"chamerlain, sd",0.0
11396,"morrisville, vt",0.0
11398,"morrow, oh",0.0
11399,"morse, la",0.0
11400,"morse, tx",0.0
11401,"morton grove, il",0.0
11374,"moro, ar",0.0
2933,"chandalar river, ak",0.0
11372,"morland, ks",0.0
2934,"chandalar, ak",0.0
11351,"morenci, az",0.0
2945,"changi airport, singapore",0.0
2944,"changchun, china, china",0.0
11354,"moreno, ca",0.0
11355,"mores island, bahamas",0.0
2943,"chandlerville, il",0.0
2942,"chandler, ok",0.0
11358,"morgan, mn",0.0
11359,"morgan, or",0.0
2941,"chandler, ca",0.0
11361,"morganfield, ky",0.0
2939,"chandler, ak",0.0
2938,"chandeleur isld, la",0.0
11364,"morgantown, pa",0.0
2937,"chandeleur isla, la",0.0
2936,"chandeleur isl., la",0.0
11367,"moriarity, nm",0.0
2935,"chandeleur isl, la",0.0
11369,"moriches bay, ny",0.0
11402,"morton, ar",0.0
11406,"morton, wy",0.0
2946,"changi, singapore",0.0
11458,"mount cory, oh",0.0
11443,"mounds, ar",0.0
11444,"mounds, ok",0.0
11446,"mount airy, md",0.0
11448,"mount alton, pa",0.0
11449,"mount angle, or",0.0
11451,"mount ayr, ia",0.0
2897,"cesis, latvia",0.0
11453,"mount baldy, id",0.0
11454,"mount bellvue, tx",0.0
11459,"mount dora, fl",0.0
2917,"chambers island, wi",0.0
2890,"ceresco, mi",0.0
11463,"mount hamill, ia",0.0
11464,"mount hamilton, ca",0.0
11465,"mount holly, ar",0.0
2889,"ceres, ny",0.0
11467,"mount hope, ar",0.0
11468,"mount horeb, wi",0.0
11471,"mount iliamna, ak",0.0
11472,"mount isa queensland, australia, australia",0.0
11442,"mounds view, mn",0.0
11440,"mound valley, ks",0.0
11438,"mound city, mo",0.0
2902,"chackachatna ri, ak",0.0
11409,"moscow mills, mo",0.0
11413,"moscow, pa",0.0
2914,"chalmette, la",0.0
11416,"moscow, tx",0.0
2911,"chalkyitsik, ak",0.0
2910,"chalkitsik, ak",0.0
11419,"moses point, ak",0.0
2908,"chalfont, pa",0.0
2907,"chakachamna, ak",0.0
11423,"mosquito flats, ak",0.0
11424,"mosquito river, ak",0.0
11425,"moss town, haiti",0.0
11426,"moss, ca",0.0
11427,"mostóles, spain",0.0
11428,"motley, mn",0.0
11429,"mott, nd",0.0
11430,"mottville, mi",0.0
2906,"chakachamna lk, ak",0.0
11433,"moulton cove, la",0.0
11350,"morelia, mexico",0.0
11347,"morehead, ky",0.0
11724,"n cape yakataga, ak",0.0
11265,"monticello, fl",0.0
11255,"montgomery pass, nv",0.0
2976,"charleston, tn",0.0
11258,"montgomery, il",0.0
2974,"charleston, ny",0.0
11260,"montgomery, oh",0.0
11261,"montgomery, pa",0.0
2973,"charleston, ms",0.0
11263,"montgomeryville, pa",0.0
2972,"charleston, mo",0.0
11267,"monticello, ia",0.0
11283,"montpelier, oh",0.0
11268,"monticello, il",0.0
11271,"monticello, me",0.0
11272,"monticello, mn",0.0
11273,"monticello, ms",0.0
11274,"monticello, ny",0.0
2969,"charles city, ia",0.0
11277,"montour falls, ny",0.0
11280,"montpelier sta., va",0.0
11281,"montpelier, france",0.0
11254,"montgomery city, mo",0.0
11253,"montezuma, ut",0.0
11252,"montezuma, ks",0.0
11251,"montezuma, in",0.0
2993,"charlottesville, in",0.0
11227,"montana creek, ak",0.0
11228,"montaque, ca",0.0
11229,"montauck, ny",0.0
11230,"montauk, ao",0.0
2992,"charlotte, vt",0.0
2987,"charlotte amali, vi",0.0
2986,charlotte amali,0.0
11235,"montego bay, jamaica",0.0
11237,"montello, wi",0.0
2985,"charlotte (clt), nc",0.0
11240,"monterey, la",0.0
2983,"charlie lake, ak",0.0
2982,"charley river, ak",0.0
11244,"montevallo, al",0.0
2980,"charlestown, st kitts and nevis",0.0
2979,"charlestown, ri",0.0
2978,"charlestown, in",0.0
11250,"montezuma, ia",0.0
11282,"montpelier, id",0.0
2968,"chariton, ia",0.0
11344,"moravia, ny",0.0
11329,"moose river, me",0.0
11318,"moorhead, ia",0.0
2960,"chapman, al",0.0
11320,"moorhead, ms",0.0
2959,"chaplin, ct",0.0
11323,"moose creek ranger station, id",0.0
2958,"chapin, sc",0.0
2957,"chapin, il",0.0
2956,"chapin, ia",0.0
11328,"moose pass, ak",0.0
11330,"moose river, ny",0.0
11285,"montpelier, vt",0.0
2950,"channelview, tx",0.0
11334,"mopzambique, mozambique",0.0
11335,"mora, mn",0.0
11336,"mora, nm",0.0
11338,"moraine, oh",0.0
11340,"moran, mi",0.0
11341,"moran, spain",0.0
11342,"moran, tx",0.0
2948,"chanhassen, mn",0.0
11317,"mooresville, nc",0.0
11316,"mooresville, in",0.0
11314,"mooreland, ok",0.0
11313,"moorehead, mn",0.0
2967,"charenton, la",0.0
2966,"charelston, sc",0.0
11288,"montreal, canada, canada",0.0
2965,"chardon, oh",0.0
11290,"montrose, ar",0.0
2964,"charallave, venezuela",0.0
11292,"montrose, ga",0.0
11293,"montrose, mi",0.0
11295,"montrose, sd",0.0
11296,"montvale, va",0.0
11300,"monument, or",0.0
11301,"moody, tx",0.0
11302,"moonlight creek, new zealand, new zealand",0.0
11303,"moontown, al",0.0
11305,"moorcroft, wy",0.0
11306,"moore  haven, fl",0.0
2963,"chapmansboro, tn",0.0
11309,"moore, ok",0.0
11310,"moore, sc",0.0
11473,"mount joy, pa",0.0
2884,"centralia, wa",0.0
11476,"mount morris, il",0.0
11646,"mullin, tx",0.0
11631,"mukilteo, wa",0.0
11632,"mukwonago, wi",0.0
11635,"mulchatna river, ak",0.0
11636,"muldoon, tx",0.0
11637,"mule creek jct, wy",0.0
11638,"mulege, baja, mexico",0.0
11641,"mulina, or",0.0
11644,"mullen, ne",0.0
11645,"mullica hill, nj",0.0
11648,"mullinville, ks",0.0
11661,"munger, mi",0.0
11649,"mulvane, ks",0.0
11650,"mumbai, india",0.0
11651,"mumbai, india, india",0.0
11652,"mumford, ny",0.0
11653,"mumford, tx",0.0
2835,"cedarcreek, mo",0.0
11656,"muncy valley, pa",0.0
11657,"munday, tx",0.0
2834,"cedarburg, wi",0.0
11629,"muharraq, bahrain",0.0
11627,"muddy gap, wy",0.0
11626,"mud lake, id",0.0
11623,"mttituck, ny",0.0
11601,"mt. snow, vt",0.0
11602,"mt. st. helens, wa",0.0
11603,"mt. sterling, ky",0.0
11605,"mt. tarawera, new zealand",0.0
2842,"cedarville, oh",0.0
11607,"mt. vernon, al",0.0
11609,"mt. vernon, ga",0.0
11610,"mt. vernon, il",0.0
11611,"mt. vernon, mo",0.0
11612,"mt. vernon, oh",0.0
11613,"mt. vernon, tx",0.0
11614,"mt. vernon, wa",0.0
11616,"mt. watana, ak",0.0
2840,"cedarville, mi",0.0
11618,"mt. zion, il",0.0
11619,"mt.holly, nj",0.0
11620,"mt.pleasant, ut",0.0
11621,"mt.union boro, pa",0.0
11622,"mtn. village, ak",0.0
11659,"munester, tx",0.0
11663,"munich, nd",0.0
11477,"mount morris, ny",0.0
2816,"cedar crest, nm",0.0
11697,"muskeget island, ma",0.0
11700,"musselshell, mt",0.0
2820,"cedar hill, tx",0.0
11702,mustang blk a11,0.0
11703,mustang island,0.0
11706,"mwanza airport, tanzania",0.0
11707,"myakka city, fl",0.0
11708,"myakka, fl",0.0
11709,"myerstown, pa",0.0
11712,"myrick, ok",0.0
11664,"munising, mi",0.0
11713,"myrtle beach, sc",0.0
11714,"myrtle creek, or",0.0
11715,"myrtle grove, fl",0.0
11716,"myrtle grove, la",0.0
11717,"myrtle point, or",0.0
11719,"mysore, india",0.0
11720,"mystic pass, ak",0.0
11721,"mystic, ct",0.0
2815,"cedar creek, nc",0.0
11696,"muskegan, mi",0.0
11694,"muscatine, ia",0.0
11693,"muscat, oman",0.0
11691,"murrietta, ca",0.0
2832,"cedar, mi",0.0
2831,"cedar valley, ut",0.0
11669,"murcia, spain",0.0
11670,"murdo, sd",0.0
11671,"murdock, mn",0.0
11672,"murdock, ne",0.0
11673,"murfreesboro, nc",0.0
11675,"murieta, ca",0.0
11676,"murietta, ca",0.0
11677,"murphy dome, ak",0.0
11678,"murphy springs, id",0.0
2828,"cedar springs, mi",0.0
11683,"murray, ia",0.0
11685,"murray, ne",0.0
11686,"murray, ut",0.0
11687,"murraysville, pa",0.0
11688,"murrells inlet, sc",0.0
2825,"cedar park, tx",0.0
11690,"murrieta/temecu, ca",0.0
2844,"ceiba, pr",0.0
11598,"mt. range, ak",0.0
11596,"mt. pleasant, ut",0.0
11521,"mountain villag, ak",0.0
11511,"mountain iron, mn",0.0
11512,"mountain park, ok",0.0
2868,"centerville, md",0.0
11514,"mountain ranch, ca",0.0
11515,"mountain spring, nv",0.0
11516,"mountain view, ar",0.0
11517,"mountain view, ca",0.0
11519,"mountain view, ok",0.0
11520,"mountain view, wy",0.0
11522,"mountain, wi",0.0
11595,"mt. pleasant, tx",0.0
2866,"centerville, ia",0.0
2865,"centerville, al",0.0
2864,"centerto, in",0.0
11527,"moweaqua, il",0.0
11531,"ms state univ, ms",0.0
11532,"mt  pocono, pa",0.0
2860,"center, nd",0.0
2859,"center, co",0.0
2858,"center village, oh",0.0
11510,"mountain home, tx",0.0
2869,"centerville, mo",0.0
2870,"centerville, ms",0.0
11506,"mountain city, tn",0.0
11478,"mount olive, nc",0.0
2882,"central, ut",0.0
11481,"mount pleasant, nc",0.0
11482,"mount pleasant, pa",0.0
2881,"central, in",0.0
11484,"mount pleasant, tn",0.0
11485,"mount pleasant, tx",0.0
11486,"mount pleasant, ut",0.0
11488,"mount selman, tx",0.0
2879,"central square, ny",0.0
11490,"mount snow, vt",0.0
11491,"mount st.helens, wa",0.0
11493,"mount storm, wv",0.0
11494,"mount union, pa",0.0
11498,"mount vernon, oh",0.0
2875,"central city, ks",0.0
2874,"centerville, wa",0.0
11504,"mount zion, ky",0.0
2873,"centerville, tx",0.0
11537,"mt charleston, nv",0.0
11538,"mt clemens, mi",0.0
2857,"center point, wv",0.0
11569,"mt. comfort, in",0.0
11571,"mt. deborah, ak",0.0
11573,"mt. fairweather, canada",0.0
11575,"mt. graylock, ma",0.0
11576,"mt. grove, mo",0.0
11577,"mt. hamilton, ca",0.0
11578,"mt. holly sprin, pa",0.0
11580,"mt. holly, va",0.0
11581,"mt. home, id",0.0
11582,"mt. horeb, wi",0.0
11583,"mt. joy, pa",0.0
11584,"mt. lafayette, nh",0.0
11585,"mt. morris, il",0.0
11586,"mt. morris, mi",0.0
11587,"mt. olive, al",0.0
11588,"mt. olive, nc",0.0
11591,"mt. pleasant, mi",0.0
11592,"mt. pleasant, pa",0.0
11593,"mt. pleasant, sc",0.0
2845,"celaya, mexico",0.0
11570,"mt. crawford, va",0.0
2850,"cement, ok",0.0
11541,"mt holley sprgs, pa",0.0
11566,"mt. carmel, il",0.0
11542,"mt home village, ca",0.0
11543,"mt mckinley vil, ak",0.0
11545,"mt olive, al",0.0
11546,"mt olive, nc",0.0
11547,"mt pleasant, mi",0.0
11548,"mt pleasant, pa",0.0
11549,"mt pleasant, sc",0.0
11551,"mt pleasant, ut",0.0
11552,"mt plummer, ak",0.0
2855,"center island, wa",0.0
11554,"mt spur, ak",0.0
11555,"mt st helens, wa",0.0
11556,"mt sterling, il",0.0
11557,"mt sterling, ky",0.0
11560,"mt village, ak",0.0
11562,"mt. airy, nc",0.0
2853,"center harbor, nh",0.0
2851,"centennial, co",0.0
11565,"mt. bethel, pa",0.0
12188,"new raymer, co",0.0
12190,"new richmond, in",0.0
11222,"montague, ma",0.0
12877,"ore city, tx",0.0
12860,"orange grove, la",0.0
12862,"orange springs, fl",0.0
2379,"caines, australia, australia",0.0
2376,"cagliari airport, italy",0.0
12869,"orcas, wa",0.0
12870,"orchard hill, ga",0.0
12871,"orchard, co",0.0
12873,"orcutt, ca",0.0
12876,"ordway, co",0.0
12878,"oreana, id",0.0
12892,"oriskany, ny",0.0
12881,"oregon, mo",0.0
12882,"oregon, wi",0.0
12884,"oresten, sweden",0.0
12885,"orford, nh",0.0
12886,"orfordville, wi",0.0
12887,"orick, ca",0.0
12888,"orient, me",0.0
12889,"orient, ny",0.0
12890,"orient, oh",0.0
12859,"orange city, va",0.0
2380,"cairn gorm, united kingdom",0.0
12857,"orange beach, al",0.0
12856,"oracle, az",0.0
12830,"oneida, ar",0.0
12831,"oneida, ny",0.0
12835,"onida, sd",0.0
12836,"ono, pa",0.0
12837,"onondaga, mi",0.0
12838,"onset, ma",0.0
2393,"cajon pass, ca",0.0
12840,"ontario, canada",0.0
2390,"cairo, oh",0.0
12843,"ookala, hi",0.0
12844,"oostend, belgium",0.0
12845,"oosterschelde, netherlands",0.0
2388,"cairo, ne",0.0
2387,"cairo, mo",0.0
2385,"cairo, ga",0.0
2384,"cairo, egypt",0.0
12852,"ophir, ak",0.0
12853,"opp, al",0.0
2381,"cairn mountain, ak",0.0
2371,"cadiz, ky",0.0
12893,"orla, tx",0.0
12827,"onawa, ia",0.0
12942,"oscoda, mi",0.0
12928,"osage, mn",0.0
12930,"osaka, japan",0.0
12931,"osaka, japan, japan",0.0
12935,"osceola county, fl",0.0
12936,"osceola mills, pa",0.0
2359,"cabo rojo, pr",0.0
12938,"osceola, ia",0.0
12940,"osceola, mo",0.0
2358,cabo rojo,0.0
12943,"osgood, mo",0.0
12895,"orland, in",0.0
12944,"osh kosh, ne",0.0
12945,"oshetna river, ak",0.0
12946,"oshkosh, ne",0.0
12949,"oshtemo, mi",0.0
12951,"oskaloosa, ks",0.0
12952,"oskosh, wi",0.0
12953,"oslo, mn",0.0
12954,"oslo, norway",0.0
12956,"osprey, fl",0.0
12927,"osage, ia",0.0
12926,"osage, ar",0.0
12925,"osage city, ks",0.0
12924,"osage beech, mo",0.0
12897,"orleans, france",0.0
12899,"orleans, ma",0.0
12901,"orleans, vt",0.0
2368,"caddo, ok",0.0
2366,"cadaretta, ms",0.0
12904,"orneville, me",0.0
12905,"oro grande, ca",0.0
12907,"orofino, id",0.0
12908,"orovada, nv",0.0
2363,"cabot, ar",0.0
12913,"orr, nd",0.0
12914,"orrick, mo",0.0
12915,"orrington, me",0.0
12916,"orrville, oh",0.0
12917,"orson, pa",0.0
12919,"ortonville, mi",0.0
12920,"ortonville, mn",0.0
12921,"orvado, nv",0.0
12922,"orwell, oh",0.0
12828,"onaway, mi",0.0
2398,"calamus, ia",0.0
12958,"osseo, wi",0.0
2436,"calverton, ny",0.0
2441,"camarillo airport, ca",0.0
12735,"odessa, wa",0.0
12736,"odom, ar",0.0
12737,"odum, ga",0.0
12738,"oelwein, ia",0.0
2439,"camanche, ia",0.0
2438,"cam ranh, vietnam, vietnam",0.0
12742,offshore oil,0.0
12743,"ogallala, ne",0.0
2435,"calumetville, wi",0.0
12759,"okanogan, wa",0.0
12747,"ogdensburg, ny",0.0
12748,"ogilvie, mn",0.0
12749,"oglesby, tx",0.0
12750,"ohiawa, ne",0.0
12751,"ohio creek, ak",0.0
12752,"oil city, la",0.0
12753,"oil trough, ar",0.0
12756,"ojibwa, wi",0.0
2432,"callaway, ne",0.0
12733,"odessa, mo",0.0
2445,"cambaie, reunion island, france",0.0
12726,"ocumare del tuy, venezuela",0.0
12725,"ocracoke, nc",0.0
12700,"ocean ridge, fl",0.0
2456,"cambridge, ks",0.0
12703,"ocean way, fl",0.0
12704,"oceana, ca",0.0
12705,"oceana, va",0.0
12706,"oceanic, un",0.0
12708,"oceanport, nj",0.0
2454,"cambridge, il",0.0
12710,"ochlocknee, ga",0.0
12711,"ocho rios, jamaica",0.0
2452,"cambridge, canada",0.0
12713,"ocie, mo",0.0
